Origin,Solids,Chloramines,Sulfate,Conductivity,Organic_carbon,Trihalomethanes,Turbidity,Hardness,ph,Survivability
river,22989.35118,6.231913253,343.4390173,401.1408786,14.25268374,4.178858671,4.268227482,152.8783051,7.672909523,1
river,24694.74421,8.373659876,332.02742329123447,384.308673,6.748091938,2.216577908,4.063170289,220.1001024,6.737004072,1
ocean,18189.39498,5.551990468,397.700065,551.4762022,12.81872967,8.783456619,4.173330283,240.0182139,5.382489039,1
river,25510.0973,6.614114031,385.4026595,388.467266,11.88716125,4.252401584,3.736228471,94.09130748,10.02622381,1
ocean,18621.42492,6.879418388,338.07592244208183,309.2546197,19.05698492,4.299858343,5.260014766,221.3698538,7.952929116,1
ocean,21082.85204,8.369354098,347.8165145,469.795375,13.49640431,4.111625494,4.178478951,254.672705,5.500186641,1
ocean,19116.01208,8.493406749,289.9599529,440.2834456,13.33676961,8.794895159,3.630536578,161.6231416,7.543700466,1
river,12837.50606,5.164448055,373.9917105,558.8155667,12.25408076,4.259466413,4.396604556,159.1880501,6.848331559,1
ocean,15244.84639,6.636550649,363.3846827,695.369528,13.13835315,9.017340833,3.660922908,282.739017,5.910251729,1
ocean,11734.44886,7.123611323,344.0587387103194,447.0280768,12.73604425,3.711802717,3.205128767,153.9800345,8.716820334,1
river,16656.06267,5.201687758,335.1766548685929,383.2077748,22.51787047,8.828654421,4.422269233,221.1473078,6.016889136,1
ocean,38969.38899,8.925515312,320.39935011150965,514.7629185,10.16030276,4.278054028,3.96599397,323.124,3.551579177,1
lake,18203.73003,8.926826327,309.5419774,498.6508327,12.28782443,3.970834051,3.776040837,157.7004811,8.529669348,1
river,21366.2836,7.490944014,315.1804054,497.0192345,11.41701861,3.85467347,3.756391707,174.1205843,8.065339036,1
ocean,15797.0304,8.151080662,333.8122638,425.7520176,12.18263888,9.465767201,4.525236731,186.672973,9.158445163,1
lake,18088.35485,7.527375309,388.7686566,409.4509977,12.39770353,4.164479018,4.168541279,185.8785944,9.495456382,1
river,9025.07936,7.217787958,338.3969097,328.4331103,9.142523494,3.778565103,3.634844542,198.9944743,8.052893916,1
ocean,26931.24348,7.116897433,330.857062200121,521.1405236,14.2351542,3.763067053,3.663252222,311.3839565,2.798549099,1
river,11965.39651,7.571122584,365.4536552,502.9910878,13.86648723,9.166219524,3.731936503,188.9802815,6.425873866,1
ocean,30914.11158,6.207729478,371.6493915,356.8622871,8.073420571,4.361672616,3.937188442,225.6574044,5.117390303,1
lake,17941.81126,6.2753046,376.0461562,402.593602,12.43973968,3.416691004,3.39586624,140.6128657,7.063646976,1
river,21979.03167,5.630557592,363.8317057,349.1860855,9.55173234,4.240043215,4.545340927,190.8445136,6.876451043,1
ocean,11465.57564,4.362641198,398.1619036,607.0265423,18.2100315,4.151220474,3.0209959,250.1839535,4.812433652,1
lake,13900.77927,6.467744129,340.797078880807,429.8278189,17.27466256,4.131090876,3.153809337,242.6205031,4.993530734,1
ocean,24415.07056,7.322671669,333.04289821121273,459.8765496,14.78229043,9.105957225,2.729104523,153.8863093,6.779773967,1
lake,33737.28852,6.300870702,319.7247758127104,395.4070038,14.18239607,3.708753331,4.105495485,211.6972974,6.952511674,1
river,28334.49194,8.012496989,293.9242728,351.1612132,15.01924062,3.588469502,5.050683115,226.8300426,5.628406919,1
lake,36278.71831,9.960552065,275.5917457,307.6913606,18.19693095,9.0991933,2.653126688,180.9656209,6.319431545,1
lake,7714.746969,6.087237735,347.3684945362962,440.938978,22.50467944,4.143246525,3.480640837,193.3524164,8.02724787,1
river,4857.253807,5.209778933,339.79895284888784,532.3366593,20.29627439,3.060477928,3.827920867,135.5230624,8.882684452,1
river,29983.11601,7.383818681,329.7315466,604.6312629,17.74122824,4.191425531,4.840562301,224.6085628,5.991283475,1
river,18894.85239,10.06820537,269.6466556,446.4507253,11.85691442,8.848387527,3.179884727,163.6246234,10.27244427,1
ocean,20438.22469,8.024953111,315.8056588,458.6772315,12.53868069,3.948402578,3.486646409,73.49223369,9.443358884,1
ocean,25151.41157,4.613310783,375.612318,296.074382,15.08869952,4.318499942,4.404040365,169.2174798,6.512900833,1
lake,13623.16006,7.235921759,385.0591343,369.5912891,12.32260382,4.241410945,2.568079877,166.948864,9.739561949,1
river,13979.16572,9.077984756,314.5904772,473.7513016,17.41690264,8.885885637,3.622195522,240.244771,6.448931033,1
ocean,31429.37903,7.55502971,350.3970819,393.8896156,10.24723219,8.855001469,2.31815248,181.4134021,8.544708662,1
river,9460.322635,5.941011848,337.99565592342066,402.0199449,15.63945476,3.647782724,3.215219463,175.9824471,7.378597016,1
ocean,15902.94528,5.257789016,346.5845565,347.353336,15.98941896,4.129656597,2.227727884,199.5887185,6.66400305,1
ocean,17968.88278,8.254114831,338.6427952897425,358.7176769,10.52016145,4.064642988,4.333636278,218.4149289,6.775582812,1
ocean,24283.65879,8.855544474,329.004205,333.6237939,16.51623165,4.22318436,3.802116117,194.6776872,8.736371211,1
river,16911.20377,6.89050548,320.1008753,520.1113582,12.85423898,4.216771266,4.025762216,196.5626846,7.146976296,1
ocean,25653.69023,5.929307622,328.3295797,529.0525353,13.53940958,3.672413081,3.603325615,232.2344791,5.040331692,1
lake,14336.62752,5.264310045,340.3340777398326,421.4853341,7.496410136,4.228653499,4.043334781,168.3556238,7.745499128,1
ocean,15417.93283,7.728859875,315.4049171,424.461152,15.28426758,4.124261467,3.896090487,272.4721781,5.767349597,1
river,13839.71343,8.08824197,321.2961415,369.9693333,14.89609216,4.214711784,5.661104287,206.3641219,7.088940642,1
river,19663.46943,8.433448388,283.2704951,431.3047161,20.69619806,4.110429972,4.388551012,158.0403984,8.029181613,1
river,20834.29428,5.036010053,378.9986845,411.1144853,17.76964143,4.379741979,3.15633142,249.6709994,4.725785565,1
lake,10389.54254,6.295405022,327.1938979,403.189913,15.06704165,4.300773363,3.218709224,214.5176104,8.19576536,1
ocean,28827.36019,4.945555199,389.8892709,593.3962245,12.07920712,4.08367967,4.366031351,179.6452245,7.039094321,1
lake,36438.31088,5.551660447,337.9638906,367.9979774,20.16073442,3.989127058,4.823082014,220.9600411,6.945224092,0
river,26831.61041,6.202721182,318.3766764,498.1423861,9.657360417,3.998357069,3.323069564,188.216604,5.742110407,0
ocean,17925.35212,8.43547011,303.7341659,552.3087055,10.33998559,4.074492323,5.235111121,177.2137917,5.59662785,0
ocean,26736.08557,10.41658888,309.4168828,557.4956847,16.51972223,4.128381718,3.663922184,193.6333668,7.350378987,0
lake,31414.52581,4.528076191,349.7346616,567.0272739,15.96353978,4.304370523,4.012517558,206.8897483,6.262798867,0
ocean,19666.99279,8.00861831,340.2378243,482.8424352,11.36042703,8.927883933,4.051733473,208.4907383,9.927023723,0
lake,22229.23009,9.922077893,295.1318312,449.1471915,12.00154741,4.16554799,3.902837834,166.2599616,4.961352728,0
river,18340.04681,8.832137592,335.9701137,517.4321968,23.37326504,3.966456259,2.637364885,192.2649447,6.457097525,0
river,21230.43141,6.485594271,336.9748613,532.5727848,18.26368767,9.041577915,4.527364378,214.6386028,6.53936951,0
lake,23920.25478,7.018164992,303.7916881,484.5857912,13.43350592,4.225393061,2.722908161,225.7841009,6.252410005,0
ocean,19384.03743,9.868237892,325.4968479,386.0553312,11.26512723,4.223502754,4.069358772,180.5317069,7.967344823,0
lake,40879.78957,7.030699301,310.6324499,370.27088,14.3753683,4.314242281,3.145842903,223.2883936,7.60952119,0
ocean,19947.92418,7.488703143,334.0980227,441.0026117,10.78050121,8.999741381,5.454487652,173.3250224,6.887863944,0
lake,14673.67067,6.240247621,366.8176388,442.3374864,19.62602199,4.216806728,4.218831154,208.9056452,9.879071258,0
river,18308.50267,6.548097821,362.3328717,394.1809845,11.29178773,8.837419903,4.496626599,178.2716356,7.63876177,0
lake,31101.68428,3.692065358,343.8272757,530.2214099,13.67547972,4.268787413,3.44672846,223.595839,6.961891686,0
lake,15489.32566,5.620298799,361.9704241,423.4208384,15.37154969,4.336579235,3.60090567,208.0427107,8.060609624,0
lake,23432.96269,5.927868127,328.359206,325.3877076,14.03355283,4.120192301,3.832597167,213.4231392,7.240271791,0
lake,25396.01178,4.960558358,342.4535457,444.6785788,16.11543236,3.787412082,5.048833995,199.6777845,7.486779709,0
river,27554.34526,5.681716197,362.4895603,519.0316251,14.48221298,4.036512375,2.977359946,234.8765244,8.410460643,0
ocean,29072.16965,12.0625362,287.6981571,469.983324,13.14249297,8.868281067,3.476213304,175.274076,6.143921454,0
river,16314.23338,8.063020679,335.31056981332324,435.783775,10.65887825,4.144460654,5.142471132,174.8716293,6.09617989,0
ocean,39960.29895,6.697657121,297.1855495,437.7279153,15.96749019,4.024106582,4.144998518,243.6880749,6.384824009,0
ocean,12224.6246,2.981378966,387.0987201,485.6972741,13.2043938,4.147848977,2.850183766,225.399307,9.462666017,0
lake,21910.76357,9.752878652,319.3567433,352.456041,14.1541096,4.193203427,5.120887965,153.6733815,5.873157137,0
lake,28970.08761,4.250150949,324.78896836271895,422.8175562,7.091298157,8.877998738,3.361088407,210.0040335,6.529304448,0
ocean,27000.10688,6.691806012,330.7972395629843,350.0049779,12.49050929,3.928938421,4.689842818,207.2992598,5.152203722,0
lake,26703.85347,6.509065395,341.3418987,374.0728447,8.811986112,4.301355993,3.422470521,210.954754,7.858662779,0
river,22057.37916,8.12440319,333.06063666772576,397.3996598,14.89756316,3.949712471,3.031364369,234.6359511,7.704410252,0
ocean,22888.78806,7.663987986,319.4634909,325.5375394,16.78830607,4.093698023,4.410697353,201.1268956,6.728004386,0
river,6700.775054,6.879857695,339.0767354932562,498.9319114,14.56216135,4.21511013,4.956358408,190.9948483,10.46450248,0
lake,20868.62798,6.962789991,330.9342898,422.039495,16.12897565,4.366868961,4.567087634,205.9410721,9.11278625,0
ocean,12677.8415,7.295211586,333.5825418,589.5522114,14.85222533,3.702027304,3.611057441,174.1610935,8.079808358,0
river,26177.78951,3.914353184,334.1611267,380.4599178,9.633631144,3.760081807,3.696640141,232.5818483,7.078659419,0
lake,8896.195118,7.837861189,328.9398171,430.8368251,12.26349197,4.348136899,3.15994937,169.6882249,8.043889299,0
ocean,20988.42941,6.422359011,320.9488442,381.3573499,15.39645507,8.983968597,3.993409764,192.9559825,7.040244978,0
river,21144.97526,7.607610853,322.7330944,306.3559039,14.17100954,4.176485505,4.063613621,166.1618369,5.483974109,0
ocean,22372.30327,2.993744061,366.1462494,341.7601979,14.69290181,4.378381708,2.544733701,248.5774824,8.53440688,0
river,14859.05966,8.261778152,327.1722524,445.037456,19.923704,8.956176041,3.357439471,176.8536963,7.266594535,0
ocean,16905.80152,11.58615108,339.56630944187185,481.3070516,10.63974342,4.324890522,4.181050753,181.0723073,6.256651148,0
river,2552.962804,9.202633941,347.9751368,517.4274709,13.96342114,3.770198147,2.283475159,144.2363578,8.692115322,0
river,7013.211787,8.451601045,355.2138966,419.788898,17.92939462,3.545053526,4.192932215,168.6139666,8.639540978,0
river,10859.55375,8.263503442,341.3024863,358.0562635,12.06531693,8.869473399,3.878447314,180.8542106,7.179864149,0
lake,18409.03732,3.72377618,348.2098631,389.6832344,13.20542545,4.115638595,2.856175487,206.2698099,6.353110302,0
ocean,26132.21181,6.304459107,309.2370093,326.0262267,8.138227491,3.85200248,2.956748075,238.5124406,6.681553568,0
lake,28001.11818,7.208945955,331.5874839,365.0915872,11.78877657,4.203864908,3.946989523,201.3794591,5.445325981,0
river,21575.24522,7.442998712,333.0796301,444.1166326,15.83056478,3.913381631,4.53159367,185.8259753,7.539881893,0
ocean,29542.33817,8.117114133,301.0221822,456.3084539,16.34683848,3.864867264,4.649382034,188.6540373,4.37047658,0
ocean,10676.50848,3.445514571,397.754946,492.2064736,12.81273221,4.294313924,3.407349428,217.2668424,10.31640038,0
river,21078.88717,6.234231482,331.4956368,447.9877914,12.93630433,4.108142585,4.702310753,198.3232608,6.599593819,0
lake,31292.1277,7.105204272,322.3222675991887,370.7714128,11.98640181,3.938135691,5.206480177,189.4736767,4.197583589,0
ocean,13454.63478,6.947895137,356.7681193,471.3686946,16.47783972,4.234113872,3.374326523,173.3571506,7.920794564,0
lake,18397.19941,8.076426482,336.02053646008983,436.9917521,12.90518865,4.2290001,3.940000423,166.738009,6.330732765,0
lake,25926.07564,8.011206636,328.02261910067597,399.1317179,22.84652911,3.590264977,4.105178268,186.1324319,7.76414261,0
lake,20015.39811,8.385216673,356.0917613,377.6820972,17.74094364,3.656198142,4.939109441,190.0596949,8.237142634,0
ocean,23207.09284,7.472115296,334.0922860255337,496.1051876,15.74435294,4.306595342,4.671557881,193.7718784,7.417570368,0
river,19185.79188,4.942929901,329.1439121,459.0835568,13.37094975,8.899002533,4.382161619,196.2739637,4.775983439,0
river,14310.6233,6.612899592,336.0955035243121,403.3605959,12.87934115,4.319283671,4.795025555,210.0392943,7.86509497,0
lake,25394.10472,7.692154202,313.6480717,434.7197472,18.00670264,4.110417359,4.587086719,201.8640323,5.903465715,0
ocean,18476.61917,8.226228135,334.8899106,518.043369,10.63879836,4.161340829,3.861956077,178.9228576,7.705711006,0
ocean,20229.10815,9.186893055,335.6387257,379.222873,14.97934763,4.309797652,3.096163272,190.3139043,7.815121778,0
ocean,23894.13601,9.494581698,318.0260869,494.1291249,19.11602216,4.115204913,3.841221574,168.4442145,6.139743032,0
ocean,17342.31408,7.842974788,322.1069975,444.4534957,17.47278848,4.212752559,4.543685761,193.1678535,5.041405028,0
ocean,15049.5842,8.630380615,356.805465,441.2980876,17.85305375,4.325277845,4.97857536,200.7359412,8.675192692,0
lake,30253.8511,6.269309001,320.4781059,529.7465288,17.97327721,8.901620832,4.978556095,221.3568855,7.689358004,0
lake,9782.344284,5.661696967,345.1720880670248,511.1615111,11.85608904,4.205414946,4.604404561,200.0718748,8.570129121,0
river,21443.26475,5.980401833,312.3152294,412.9967634,11.96510684,4.151360063,2.840910756,204.3429275,6.624806428,0
lake,29616.49287,7.108628055,328.9985402,530.7996675,11.89939783,4.236154342,2.355934229,195.5668895,6.541007699,0
ocean,15288.21377,7.599751702,342.4477002,334.9373022,9.237117976,3.666222645,5.45860969,158.3427412,6.340809022,0
ocean,11826.29428,3.688504447,356.1666135,543.3479764,8.828688919,4.114251448,4.247240149,181.2587047,5.980357227,0
ocean,25993.71141,7.29455407,329.6952227,566.7547238,11.97427024,4.122878945,6.032994877,178.3265554,6.427512443,0
lake,26853.94949,9.0646128,312.2019838,375.5473617,15.51403298,4.314679948,4.881101138,191.7555714,6.109073312,0
lake,19156.12313,6.878347939,331.4776493,506.7568077,14.52615101,8.79933315,4.143224936,168.2952871,5.842933081,0
ocean,29009.01082,6.481443721,329.0520754925928,463.4784249,19.37023363,4.223707811,4.267189591,175.4328194,5.36754649,0
lake,22274.36837,9.727103318,319.0304951,492.1354893,11.89467313,8.961427805,2.950360943,184.7845747,5.345887147,0
lake,40149.31656,8.124231912,318.7916672,355.5464203,17.34880167,4.17762671,3.662563465,212.5929905,5.386307352,0
river,16544.27559,7.039310851,363.0368508,278.7532038,17.0525396,3.813296746,4.11748804,207.0655873,9.919478426,0
ocean,20574.36426,7.089146215,336.37937563366546,353.9275932,16.48815637,4.060835745,3.774600526,204.1641395,7.121458435,0
river,8777.686784,8.4561779,358.2920642,596.8258366,16.78521507,9.332012268,4.604633154,173.6402158,9.418296122,0
lake,31085.08343,1.683992581,322.54221051106737,584.6043537,11.809444,3.839481604,4.106543052,263.0367045,7.457164758,0
lake,42210.88524,8.849716665,310.7232828630036,410.6485372,11.92799853,3.861579213,5.068556189,206.3131847,5.27222756,0
lake,21891.67716,7.628746942,339.8290139,379.2701222,7.654955683,4.174718336,4.237643894,202.3290442,7.29195704,0
lake,37376.79299,6.664969395,315.8585340136634,343.7640131,16.6974084,4.327866526,2.907387267,223.6881109,7.803833221,0
ocean,23608.86224,8.396404626,333.74326310437664,526.4259147,10.87809626,4.143724131,2.877062813,197.4604694,6.844350911,0
lake,19835.98077,9.345981465,323.3933402,596.0763683,14.38072463,3.920551576,4.644211645,152.9540623,5.608745232,0
lake,41411.60171,5.895464025,310.1605449,509.7678877,22.68683674,4.314174398,3.403136416,233.5150425,5.701154645,0
lake,29072.03812,10.71147541,297.0132721,467.2180731,15.91376093,3.210559358,4.286478967,169.3972377,5.018132384,0
ocean,25969.21512,8.865421999,331.6927902282962,461.8362776,12.85340479,4.253270349,3.932804334,197.076934,4.552238411,0
river,23502.8578,5.2390132,335.5487189,471.1317159,13.89151934,4.170562346,5.989542791,202.809081,7.025305942,0
river,16173.72709,6.341797302,318.7889329,387.1304829,12.04291419,3.979910807,4.240821478,194.5001438,5.770620969,0
lake,12856.92869,7.400019481,361.7796821,587.022609,15.92692077,4.368830721,3.815468994,183.1066249,8.437875983,0
lake,41839.45645,7.924762107,312.3299474,357.2589703,15.59896478,4.014974443,4.296479909,213.4710813,5.907078269,0
lake,19024.48553,6.915070212,335.3541710696646,428.7869759,12.58016151,3.815076108,5.371284156,187.4153064,6.89834133,0
river,9651.874826,4.338353353,369.2977086,528.1216265,18.66140305,4.010064899,3.290372492,217.7366692,10.25273437,0
river,18949.97554,6.662948925,347.132562,332.8553213,18.32840115,4.214914588,4.22512093,182.9053594,8.206499938,0
lake,30879.02668,6.856967134,336.0488317,352.6021464,10.56645201,4.17477693,4.686019916,208.4440851,7.286167388,0
river,18140.59427,4.930380712,320.7993822,350.1166859,14.33883976,4.17952233,3.87905374,226.1059008,8.809296432,0
lake,27867.48676,7.327729345,318.4083972,573.7237623,13.19171963,8.826835329,4.694311216,198.8844095,6.641500687,0
lake,39657.27211,9.900159427,288.1578825,319.4340326,11.58737783,9.59207817,4.600885755,197.5410721,6.145148361,0
